[02:01:11] [WebSocketConnectReadThread-2282/WARN]: [Geyser-Spigot] Unable to resolve the skin api! This can be caused by your connection or the skin api being unreachable. No such host is known (api.geysermc.org)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] DNS server 8.8.8.8 failed to resolve discord.com
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] github.scarsz.discordsrv.dependencies.minidns.util.MultipleIoException: Receive timed out, Connect timed out
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.util.MultipleIoException.throwIfRequired(MultipleIoException.java:57)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.next(RouteSelector.java:84)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.findConnection(StreamAllocation.java:214)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.findHealthyConnection(StreamAllocation.java:135)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.newStream(StreamAllocation.java:114)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.java:42)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.java:94)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.java:93)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.java:125)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.RealCall.getResponseWithInterceptorChain(RealCall.java:264)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.RealCall.execute(RealCall.java:93)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:201)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:141)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:124)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.ratelimit.BotRateLimiter$Bucket.run(BotRateLimiter.java:478)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:539)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
[02:01:22] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.lang.Thread.run(Thread.java:833)
[02:01:22] [WebSocketConnectReadThread-2284/WARN]: [Geyser-Spigot] Unable to resolve the skin api! This can be caused by your connection or the skin api being unreachable. No such host is known (api.geysermc.org)
[02:01:29] [JDA MainWS-ReadThread/WARN]: [DiscordSRV] [JDA] Reconnect failed! Next attempt in 2s
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] DNS server 8.8.4.4 failed to resolve discord.com
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] github.scarsz.discordsrv.dependencies.minidns.util.MultipleIoException: Receive timed out, Connect timed out
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.util.MultipleIoException.throwIfRequired(MultipleIoException.java:57)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.source.NetworkDataSource.query(NetworkDataSource.java:79)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.source.NetworkDataSource.query(NetworkDataSource.java:34)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:250)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:234)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:372)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:341)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.DiscordSRV$2.lookupPublic(DiscordSRV.java:661)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.DiscordSRV$2.lookup(DiscordSRV.java:656)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.resetNextInetSocketAddress(RouteSelector.java:185)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.nextProxy(RouteSelector.java:149)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.next(RouteSelector.java:84)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.findConnection(StreamAllocation.java:214)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.findHealthyConnection(StreamAllocation.java:135)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.newStream(StreamAllocation.java:114)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.java:42)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.java:94)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.java:93)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.java:125)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.RealCall.getResponseWithInterceptorChain(RealCall.java:264)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.RealCall.execute(RealCall.java:93)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:201)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:141)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:124)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.ratelimit.BotRateLimiter$Bucket.run(BotRateLimiter.java:478)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:539)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
[02:01:32] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.lang.Thread.run(Thread.java:833)
[02:01:36] [JDA MainWS-ReadThread/WARN]: [DiscordSRV] [JDA] Reconnect failed! Next attempt in 4s
[03:01:34] [WebSocketConnectReadThread-2359/WARN]: [Geyser-Spigot] Unable to resolve the skin api! This can be caused by your connection or the skin api being unreachable. No such host is known (api.geysermc.org)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] DNS server 1.1.1.1 failed to resolve discord.com
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] github.scarsz.discordsrv.dependencies.minidns.util.MultipleIoException: Receive timed out, Connect timed out
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.util.MultipleIoException.throwIfRequired(MultipleIoException.java:57)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.source.NetworkDataSource.query(NetworkDataSource.java:79)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.source.NetworkDataSource.query(NetworkDataSource.java:34)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:250)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:234)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:372)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.minidns.AbstractDnsClient.query(AbstractDnsClient.java:341)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.DiscordSRV$2.lookupPublic(DiscordSRV.java:661)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.DiscordSRV$2.lookup(DiscordSRV.java:656)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.resetNextInetSocketAddress(RouteSelector.java:185)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.nextProxy(RouteSelector.java:149)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.RouteSelector.next(RouteSelector.java:84)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.findConnection(StreamAllocation.java:214)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.findHealthyConnection(StreamAllocation.java:135)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.StreamAllocation.newStream(StreamAllocation.java:114)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.java:42)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.cache.CacheInterceptor.intercept(CacheInterceptor.java:94)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.BridgeInterceptor.intercept(BridgeInterceptor.java:93)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.java:125)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:147)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:121)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.RealCall.getResponseWithInterceptorChain(RealCall.java:264)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.okhttp3.RealCall.execute(RealCall.java:93)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:201)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:141)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.Requester.execute(Requester.java:124)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at DiscordSRV-Build-1.27.0.jar//github.scarsz.discordsrv.dependencies.jda.internal.requests.ratelimit.BotRateLimiter$Bucket.run(BotRateLimiter.java:478)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:539)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136)
[03:01:45] [DiscordSRV - JDA Rate Limit/ERROR]: [DiscordSRV] 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
